AdMST ,4,3,2,111,"[1, 1]",2,0.19504862964430947,0.19504862964430947,"[1.0, 1.0, 6.05189e-12, 1.0, 1.0, 0.0, -0.0, 1.0, 1.0, 1.0, 1.0, 1.33669e-12]",12,[0.0769563 0.133401; 0.115596 0.0174277; 0.0402417 0.0696725; 0.163204 0.0085884; 0.0315792 0.078835; 0.0792878 0.174581; 0.0598159 0.140779; 0.0863399 0.0571505; 0.0762355 0.0449689; 0.109385 0.0635929; 0.0784846 0.112577; 0.0955949 0.109862],[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728 0.0208805 0.0300251; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811 0.10213 0.0945731; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102 0.0574742 0.0684042; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541 0.13413 0.121767; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849 0.0577808 0.0711384; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997 0.0620096 0.0667423; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327 0.0338219 0.047287; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288 0.05598 0.0535174; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023 0.0676451 0.0677188; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf 0.0579159 0.04828; 0.0208805 0.10213 0.0574742 0.13413 0.0577808 0.0620096 0.0338219 0.05598 0.0676451 0.0579159 Inf 0.0173244; 0.0300251 0.0945731 0.0684042 0.121767 0.0711384 0.0667423 0.047287 0.0535174 0.0677188 0.04828 0.0173244 Inf],4095,0,"Any[[0.0769563, 0.133401], [0.115596, 0.0174277], [0.0402417, 0.0696725], [0.163204, 0.0085884], [0.0315792, 0.078835], [0.0863399, 0.0571505], [0.0762355, 0.0449689], [0.109385, 0.0635929], [0.0784846, 0.112577], [0.0955949, 0.109862]]"
AdMST ,4,3,1,111,"[1, 1]",2,0.17087817729429527,0.17087817729429527,"[0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",12,[0.0769563 0.133401; 0.115596 0.0174277; 0.0402417 0.0696725; 0.163204 0.0085884; 0.0315792 0.078835; 0.0792878 0.174581; 0.0598159 0.140779; 0.0863399 0.0571505; 0.0762355 0.0449689; 0.109385 0.0635929; 0.0784846 0.112577; 0.0955949 0.109862],[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728 0.0208805 0.0300251; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811 0.10213 0.0945731; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102 0.0574742 0.0684042; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541 0.13413 0.121767; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849 0.0577808 0.0711384; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997 0.0620096 0.0667423; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327 0.0338219 0.047287; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288 0.05598 0.0535174; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023 0.0676451 0.0677188; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf 0.0579159 0.04828; 0.0208805 0.10213 0.0574742 0.13413 0.0577808 0.0620096 0.0338219 0.05598 0.0676451 0.0579159 Inf 0.0173244; 0.0300251 0.0945731 0.0684042 0.121767 0.0711384 0.0667423 0.047287 0.0535174 0.0677188 0.04828 0.0173244 Inf],4095,0,"Any[[0.0402417, 0.0696725], [0.0315792, 0.078835], [0.0598159, 0.140779], [0.109385, 0.0635929]]"
AdNNnew ,4,3,2,111,"[1, 1]",2,0.2047756507483549,0.2047756507483549,"[1.0, 0.0, 1.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0, -0.0, 1.0, 1.0]",12,[0.0769563 0.133401; 0.115596 0.0174277; 0.0402417 0.0696725; 0.163204 0.0085884; 0.0315792 0.078835; 0.0792878 0.174581; 0.0598159 0.140779; 0.0863399 0.0571505; 0.0762355 0.0449689; 0.109385 0.0635929; 0.0784846 0.112577; 0.0955949 0.109862],[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728 0.0208805 0.0300251; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811 0.10213 0.0945731; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102 0.0574742 0.0684042; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541 0.13413 0.121767; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849 0.0577808 0.0711384; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997 0.0620096 0.0667423; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327 0.0338219 0.047287; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288 0.05598 0.0535174; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023 0.0676451 0.0677188; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf 0.0579159 0.04828; 0.0208805 0.10213 0.0574742 0.13413 0.0577808 0.0620096 0.0338219 0.05598 0.0676451 0.0579159 Inf 0.0173244; 0.0300251 0.0945731 0.0684042 0.121767 0.0711384 0.0667423 0.047287 0.0535174 0.0677188 0.04828 0.0173244 Inf],4095,0,"Any[[0.0769563, 0.133401], [0.0402417, 0.0696725], [0.163204, 0.0085884], [0.0792878, 0.174581], [0.0598159, 0.140779], [0.0863399, 0.0571505], [0.0784846, 0.112577], [0.0955949, 0.109862]]"
AdNNnew ,4,3,1,111,"[1, 1]",2,0.18458565574516106,0.18458565574516106,"[-0.0, 0.0, 1.0, 1.0, 0.0, -0.0, 1.0, -0.0, -0.0, 0.0, -0.0, 1.0]",12,[0.0769563 0.133401; 0.115596 0.0174277; 0.0402417 0.0696725; 0.163204 0.0085884; 0.0315792 0.078835; 0.0792878 0.174581; 0.0598159 0.140779; 0.0863399 0.0571505; 0.0762355 0.0449689; 0.109385 0.0635929; 0.0784846 0.112577; 0.0955949 0.109862],[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728 0.0208805 0.0300251; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811 0.10213 0.0945731; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102 0.0574742 0.0684042; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541 0.13413 0.121767; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849 0.0577808 0.0711384; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997 0.0620096 0.0667423; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327 0.0338219 0.047287; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288 0.05598 0.0535174; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023 0.0676451 0.0677188; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf 0.0579159 0.04828; 0.0208805 0.10213 0.0574742 0.13413 0.0577808 0.0620096 0.0338219 0.05598 0.0676451 0.0579159 Inf 0.0173244; 0.0300251 0.0945731 0.0684042 0.121767 0.0711384 0.0667423 0.047287 0.0535174 0.0677188 0.04828 0.0173244 Inf],4095,0,"Any[[0.0402417, 0.0696725], [0.163204, 0.0085884], [0.0598159, 0.140779], [0.0955949, 0.109862]]"
AdGTSP ,4,3,1,111,"[1, 1]",2,0.514655976598784,0.514655976598784,"[1.0, 0.0, -0.0, 1.0, 0.0, -0.0, 1.0, -0.0, 0.0, -0.0, -0.0, 1.0, 1.0]",12,[0.0769563 0.133401; 0.115596 0.0174277; 0.0402417 0.0696725; 0.163204 0.0085884; 0.0315792 0.078835; 0.0792878 0.174581; 0.0598159 0.140779; 0.0863399 0.0571505; 0.0762355 0.0449689; 0.109385 0.0635929; 0.0784846 0.112577; 0.0955949 0.109862],[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728 0.0208805 0.0300251 0.154007; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811 0.10213 0.0945731 0.116902; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102 0.0574742 0.0684042 0.080459; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541 0.13413 0.121767 0.16343; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849 0.0577808 0.0711384 0.0849246; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997 0.0620096 0.0667423 0.191742; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327 0.0338219 0.047287 0.15296; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288 0.05598 0.0535174 0.103541; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023 0.0676451 0.0677188 0.0885102; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf 0.0579159 0.04828 0.126527; 0.0208805 0.10213 0.0574742 0.13413 0.0577808 0.0620096 0.0338219 0.05598 0.0676451 0.0579159 Inf 0.0173244 0.137235; 0.0300251 0.0945731 0.0684042 0.121767 0.0711384 0.0667423 0.047287 0.0535174 0.0677188 0.04828 0.0173244 Inf 0.145629; 0.154007 0.116902 0.080459 0.16343 0.0849246 0.191742 0.15296 0.103541 0.0885102 0.126527 0.137235 0.145629 Inf],4095,[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728 0.0208805 0.0300251 0.154007; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811 0.10213 0.0945731 0.116902; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102 0.0574742 0.0684042 0.080459; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541 0.13413 0.121767 0.16343; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849 0.0577808 0.0711384 0.0849246; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997 0.0620096 0.0667423 0.191742; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327 0.0338219 0.047287 0.15296; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288 0.05598 0.0535174 0.103541; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023 0.0676451 0.0677188 0.0885102; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf 0.0579159 0.04828 0.126527; 0.0208805 0.10213 0.0574742 0.13413 0.0577808 0.0620096 0.0338219 0.05598 0.0676451 0.0579159 Inf 0.0173244 0.137235; 0.0300251 0.0945731 0.0684042 0.121767 0.0711384 0.0667423 0.047287 0.0535174 0.0677188 0.04828 0.0173244 Inf 0.145629; 0.154007 0.116902 0.080459 0.16343 0.0849246 0.191742 0.15296 0.103541 0.0885102 0.126527 0.137235 0.145629 Inf],"Any[[0.0769563, 0.133401], [0.163204, 0.0085884], [0.0598159, 0.140779], [0.0955949, 0.109862]]"
AdGTSP ,4,3,2,111,"[1, 1]",2,0.6188497433561593,0.6188497433561593,"[1.0, 1.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, -0.0, -0.0, 1.0, 1.0, 1.0]",12,[0.0769563 0.133401; 0.115596 0.0174277; 0.0402417 0.0696725; 0.163204 0.0085884; 0.0315792 0.078835; 0.0792878 0.174581; 0.0598159 0.140779; 0.0863399 0.0571505; 0.0762355 0.0449689; 0.109385 0.0635929; 0.0784846 0.112577; 0.0955949 0.109862],[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728 0.0208805 0.0300251 0.154007; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811 0.10213 0.0945731 0.116902; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102 0.0574742 0.0684042 0.080459; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541 0.13413 0.121767 0.16343; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849 0.0577808 0.0711384 0.0849246; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997 0.0620096 0.0667423 0.191742; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327 0.0338219 0.047287 0.15296; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288 0.05598 0.0535174 0.103541; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023 0.0676451 0.0677188 0.0885102; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf 0.0579159 0.04828 0.126527; 0.0208805 0.10213 0.0574742 0.13413 0.0577808 0.0620096 0.0338219 0.05598 0.0676451 0.0579159 Inf 0.0173244 0.137235; 0.0300251 0.0945731 0.0684042 0.121767 0.0711384 0.0667423 0.047287 0.0535174 0.0677188 0.04828 0.0173244 Inf 0.145629; 0.154007 0.116902 0.080459 0.16343 0.0849246 0.191742 0.15296 0.103541 0.0885102 0.126527 0.137235 0.145629 Inf],4095,[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728 0.0208805 0.0300251 0.154007; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811 0.10213 0.0945731 0.116902; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102 0.0574742 0.0684042 0.080459; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541 0.13413 0.121767 0.16343; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849 0.0577808 0.0711384 0.0849246; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997 0.0620096 0.0667423 0.191742; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327 0.0338219 0.047287 0.15296; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288 0.05598 0.0535174 0.103541; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023 0.0676451 0.0677188 0.0885102; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf 0.0579159 0.04828 0.126527; 0.0208805 0.10213 0.0574742 0.13413 0.0577808 0.0620096 0.0338219 0.05598 0.0676451 0.0579159 Inf 0.0173244 0.137235; 0.0300251 0.0945731 0.0684042 0.121767 0.0711384 0.0667423 0.047287 0.0535174 0.0677188 0.04828 0.0173244 Inf 0.145629; 0.154007 0.116902 0.080459 0.16343 0.0849246 0.191742 0.15296 0.103541 0.0885102 0.126527 0.137235 0.145629 Inf],"Any[[0.0769563, 0.133401], [0.115596, 0.0174277], [0.163204, 0.0085884], [0.0792878, 0.174581], [0.0598159, 0.140779], [0.0863399, 0.0571505], [0.0784846, 0.112577], [0.0955949, 0.109862]]"
AdMST ,5,2,1,111,"[1, 1]",2,0.15906319006933747,0.15906319006933747,"[1.0, -0.0, 1.0, -0.0, 1.0, -0.0, 0.0, 1.0, 1.0, -0.0]",10,[0.0769563 0.133401; 0.115596 0.0174277; 0.0402417 0.0696725; 0.163204 0.0085884; 0.0315792 0.078835; 0.0792878 0.174581; 0.0598159 0.140779; 0.0863399 0.0571505; 0.0762355 0.0449689; 0.109385 0.0635929],[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf],1023,0,"Any[[0.0769563, 0.133401], [0.0402417, 0.0696725], [0.0315792, 0.078835], [0.0863399, 0.0571505], [0.0762355, 0.0449689]]"
AdNNnew ,5,2,1,111,"[1, 1]",2,0.17997977851928693,0.17997977851928693,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, -0.0]",10,[0.0769563 0.133401; 0.115596 0.0174277; 0.0402417 0.0696725; 0.163204 0.0085884; 0.0315792 0.078835; 0.0792878 0.174581; 0.0598159 0.140779; 0.0863399 0.0571505; 0.0762355 0.0449689; 0.109385 0.0635929],[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf],1023,0,"Any[[0.115596, 0.0174277], [0.163204, 0.0085884], [0.0792878, 0.174581], [0.0863399, 0.0571505], [0.0762355, 0.0449689]]"
AdGTSP ,5,2,1,111,"[1, 1]",2,0.5697498901080564,0.5697498901080564,"[1.0, -0.0, 0.0, 1.0, 0.0, 1.0, 1.0, -0.0, 0.0, 1.0, 1.0]",10,[0.0769563 0.133401; 0.115596 0.0174277; 0.0402417 0.0696725; 0.163204 0.0085884; 0.0315792 0.078835; 0.0792878 0.174581; 0.0598159 0.140779; 0.0863399 0.0571505; 0.0762355 0.0449689; 0.109385 0.0635929],[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728 0.154007; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811 0.116902; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102 0.080459; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541 0.16343; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849 0.0849246; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997 0.191742; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327 0.15296; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288 0.103541; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023 0.0885102; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf 0.126527; 0.154007 0.116902 0.080459 0.16343 0.0849246 0.191742 0.15296 0.103541 0.0885102 0.126527 Inf],1023,[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728 0.154007; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811 0.116902; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102 0.080459; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541 0.16343; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849 0.0849246; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997 0.191742; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327 0.15296; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288 0.103541; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023 0.0885102; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf 0.126527; 0.154007 0.116902 0.080459 0.16343 0.0849246 0.191742 0.15296 0.103541 0.0885102 0.126527 Inf],"Any[[0.0769563, 0.133401], [0.163204, 0.0085884], [0.0792878, 0.174581], [0.0598159, 0.140779], [0.109385, 0.0635929]]"
AdMST ,5,2,1,111,"[1, 1]",2,0.15906319006933747,0.15906319006933747,"[1.0, -0.0, 1.0, -0.0, 1.0, -0.0, 0.0, 1.0, 1.0, -0.0]",10,[0.0769563 0.133401; 0.115596 0.0174277; 0.0402417 0.0696725; 0.163204 0.0085884; 0.0315792 0.078835; 0.0792878 0.174581; 0.0598159 0.140779; 0.0863399 0.0571505; 0.0762355 0.0449689; 0.109385 0.0635929],[Inf 0.122241 0.0735479 0.151713 0.0709686 0.0412459 0.018661 0.0768258 0.0884351 0.0769728; 0.122241 Inf 0.0916941 0.0484213 0.104066 0.161293 0.135378 0.0493338 0.0480393 0.0465811; 0.0735479 0.0916941 Inf 0.137299 0.0126091 0.111939 0.073752 0.0477687 0.0436557 0.0694102; 0.151713 0.0484213 0.137299 Inf 0.149197 0.185999 0.16782 0.0909193 0.094271 0.0769541; 0.0709686 0.104066 0.0126091 0.149197 Inf 0.106974 0.0680767 0.0588979 0.0560455 0.0792849; 0.0412459 0.161293 0.111939 0.185999 0.106974 Inf 0.0390089 0.117642 0.129648 0.114997; 0.018661 0.135378 0.073752 0.16782 0.0680767 0.0390089 Inf 0.0877344 0.0972074 0.0917327; 0.0768258 0.0493338 0.0477687 0.0909193 0.0588979 0.117642 0.0877344 Inf 0.0158269 0.0239288; 0.0884351 0.0480393 0.0436557 0.094271 0.0560455 0.129648 0.0972074 0.0158269 Inf 0.038023; 0.0769728 0.0465811 0.0694102 0.0769541 0.0792849 0.114997 0.0917327 0.0239288 0.038023 Inf],1023,0,"Any[[0.0769563, 0.133401], [0.0402417, 0.0696725], [0.0315792, 0.078835], [0.0863399, 0.0571505], [0.0762355, 0.0449689]]"
